|artist|categoryId|country|description|dimensions|image|name|price|stock
|Sam Shendi|4|United Kingdom|This sculpture is one of one as all my sculptures. Inspired by organic form and painted in high gloss paint.|55.1 W x 63 H x 31.5 D in|7949165-JBNPKNFZ-7.jpg|Rosie Sculpture|13000|3
|Alexander Korzer-Robinson|4|United Kingdom|This cut book sculpture has been made from a volume of an early 20h century German encyclopedia. The three-dimensional composition has been built entirely from the illustrations found within this book. It is ready to hang with a hanger attached to the back, and a perspex pane that slides in behind the cover to protect the interior from dust and damage.|6.7 W x 9.8 H x 2.4 D in|9812653-OQVSFZMX-7.jpg|Meyers 17, 1894 Sculpture|795|1
|Nazar Symotiuk|4|Ukraine|"Every choice we make always has consequences, and the most difficult question is how to make the right one in a corrupt and full of horror world. Human nature is weak and in striving for a life in unity and harmony often attracts the opposite. It is significant that the author chose a tree as his medium for the expression of ideological and conceptual searches and knowledge. The sharp corners of the triangles, which aggressively break into the space in the professional composition of the works, attract attention and the upper labyrinths in the center of which is the symbol of sin - an apple. The use of new form-creating approaches marks a new milestone in the artist's creativity: meaningful, balanced and socially acute in terms of subject matter. Everyone has a choice and their own system of moral evaluations. The ""Sin of the Middle"" series is about the beauty of the human soul, which, despite the changeability and temptation of the surrounding world, remains the best and highest creation of God."|40.6 W x 40.6 H x 4.6 D in|9232587-XBMOIAMV-7.jpg|The sin inside 12 Sculpture|3500|2
|Andrea de Ranieri|4|Italy|sculpture in plastic and resin, with decorations  60x80x4cm  2023|23.6 W x 31.5 H x 1.6 D in|9143889-UCBSOTSI-7.jpg|MODSCU 9834 Sculpture|1750|3
|James Watts|4|Australia|"In this work recycled materials within an architectural context is examined. The Bris-Hamptons relates to the escalation of new and renovated homes being painted in the ""Hampton style"" grey palette throughout Brisbane in the last decade. The intense patternation and colouration extends to both interior and exterior domestic design whilst the contour of the work mimics the house and land configuration. Each wooden tile has been hand cut and shaped. This work is relatively large and ready to hang."|24 W x 48 H x 2 D in|7794020-HSC00923-7.jpg|The Bris-Hamptons Sculpture|2300|3
|Anna Sidi-Yacoub|4|Ireland|"Fed up with flat shapes and paintings? Flowers that will last forever / Mixed White with other colors. Exquisite exotic flowers made of hand formed white plastic / acrylic and Aluminium reminding of porcelain on textured white large canvas.  Will be sent well protected in a box. Dimension; 150 cm x 70 cm x 5 cm (including depth of flowers) / 59"" x 27.7"" x 2""."|59.1 W x 27.6 H x 2 D in|7354479-OKAVUWII-7.jpg|Dites-le avec des fleurs Sculpture|2120|5
|Ryan Coleman|4|United States|"Laser cut mirrored acrylic. Floats approximately .5"" off of the wall, hung with a French Cleat.  47.5""H x 42""W x .125D""  This wall sculpture is based on the scribbles and quick gestures I use in my work, inspired by classic cartoons and Abstract Expressionist painting.  http://ryancolemanstudio.com"|42 W x 47.5 H x 0.1 D in|7507236-HSC00923-7.jpg|Diagonal Scribble Mirror, Blue Sculpture|5150|1
|Sharon Brill|4|Israel|Abstract, Wheel thrown and altered porcelain, Fired to Cone 6,bare Porcelain, sanded. The sculpture will be set with a wooden box and a metal round poll as a stand, both painted. The stand will be 35x35x30 cm and the poll is coming out to the height of about 18 cm. The sculpture is sitting on the top of the poll (see a picture presented the method in an exhibition). Total sizes of the sculpture on the stand is about 48x40x90|15.7 W x 14.6 H x 18.9 D in|2535694-SWHCLWSR-7.jpg|Untitled 4 Sculpture|7200|2
|Manuel Izquierdo|4|Spain|Materials: Acrylic, wood, magnet, galvanized iron.  Signed in the back. hanging hardware is included.  My creative work focuses on an abstract language of three-dimensional mobile geometric shapes and gives rise to being able to combine with each other inside the support, sometimes they can also be placed outside the support, since the mobile geometric shapes are attached to the support by magnets. This work being three-dimensional I name interactive wall sculpture.  THE POSITIONS OF THE MOBILE  The possibility of the moving parts that compose the work offers me the discovery of other positions. I find it interesting that an open work can show all the possibilities of interesting positions that I can find. The record of each position is kept in photos, drawings, video, etc. Generating thus a compilation of all the positions that belong to the work. The one who owns it can try under its responsibility to discover new positions. That you can change the position does not mean that it moves and changes at random, but it requires a previous effort of imaginative reflection of how the new posture can work.|19.7 W x 24.4 H x 1.2 D in|1111608-ZVYSBCZI-7.jpg|INTERACTIVE MOBILE 0178, position B Sculpture|2170|4
|Markus Krug|4|Germany|Starting from the bottom, manually cut strips of paper of different colours, 13x3cm in size, were glued to each other in an intuitive distribution until the previously defined object height was reached.|5.1 W x 6.9 H x 1.2 D in|9250023-TCSFDPIJ-7.jpg|LAKUMA-079 Sculpture|744|3
|Mary Jo McGonagle|4|United States|This neon piece is hand blown glass in Turquoise. It is mounted on contoured, clear plexiglas with pre drilled holes for hanging, and comes ready to hang. This piece is offered in the following colors: White, ruby red, orange, coral pink, violet, turquoise, emerald green, promo blue and light blue. Custom commission is also available.   My neon, decorative paintings and installations use contemporary phrases, which reflect the thoughts we all share. My art reflects my fascination with how our relationships take place in our everyday life, hovering between humor and desperation. My work has been described as contemporary multidisciplinary with a conceptual twist. This piece is part of the edition of 9.|28 W x 13 H x 3 D in|7332321-DKCOQXBZ-7.jpg|Breathe Sculpture|2850|6
|Scott Troxel|4|United States|Cathedral is a mixed media wall sculpture. Made from enamel washes on birch, MDF and copper spray enamel.  Finished with a hand waxed process.    Cathedral takes on the abstract form of a soaring building.  Perhaps a church spire or other tall building in form.  But that is secondary to the feeling that the piece envokes which I believe is faith, hope and angelic positivity.   Cathedral is a monochromatic piece which is minimalistic in nature, so the form, composition and the balance of the piece can trump a definitive subject matter.  In this case, Cathedral becomes what the viewer sees in it or what they attach to emotionally within the piece.    It comes wired to hang.|22 W x 42 H x 0.8 D in|4836461-HSC00002-7.jpg|Cathedral Sculpture|3510|2
|Francesca Dalla Benetta|4|Mexico|I literary see this image in my head during a trip to San Luis Potosí, Mexico.  I'm intrigued by hidden sides of personality, and aspect we hardly show or recognize we have. here is something in the mind, but on the other side so we cannot see clearly, but someway we perceive. The work also refers to the duality of life and death, present in every human experience.|11.8 W x 18.1 H x 9.8 D in|2739879-HSC00001-7.jpg|something in my head Sculpture|2170|1
|James Watts|4|Australia|This colourful assemblage work contains materials collected throughout the city of Brisbane. The materials have been salvaged from old homes under renovation that are typical of the sub tropical region. I am attracted to materials that contain interesting marks and surfaces that retain a sense of life inside the home and reflect a time and place.|13.4 W x 25.2 H x 0.8 D in|1635794-HSC00923-7.jpg|Facet of the Heart #13 Sculpture|1300|4
|Frans Muhren|4|Netherlands|Plastic heads and tears|39.4 W x 55.1 H x 15.7 D in|987676-HSC00001-7.jpg|As tears go by Sculpture|2400|3
|Diana Iancu Torje|4|France|Painting size: 90 x 90 cm.  The sculpture is composed of several layers of gray and gold acrylic paint juxtaposed. The reliefs are built directly on the canvas. If exposed to bright natural light, the gold tips shine. The painting is signed on the back and has a certificate of authenticity.|35.4 W x 35.4 H x 0.8 D in|8285831-YXUKCYJX-7.jpg|Constellation Sculpture|2610|2
|Michael James Talbot|4|United Kingdom|These stunning, intricate and delicate illustrations of the female form are new and rare bronze sculpture collections from Michael James Talbot.  The ‘sketches’ are how Michael experiments with shape, form and balance. The maquettes are the next step on from the sketches -they are the scale model of the larger study which form the Emergent Collection  It is very rare for Michael to release the sketches or maquettes for a particular body of work, so we are delighted to be able to offer this rare opportunity.|7.1 W x 18.5 H x 4.7 D in|6489303-HSC00001-7.jpg|Sketch Seraphina Sculpture|9100|1
|Mikhail Gubin|4|United States|For creation of my wooden sculptures I have used objects found from the Manhattan's urban ore. Usually it is plywood, parts of furniture and wooden toys. It is very important - materials should be collected in Manhattan. The City is like a huge caterpillar which carries through itself hundreds tons of wood. I like to come to Manhattan (from Queens it is a hop and jump) to rummage in a city waste in search of the necessary materials. Working on a sculpture, I take pleasure in the process of creation and have joy from the idea, that I will give new birth to the thrown out wooden things.|10 W x 17 H x 9 D in|721679-HSC00001-7.jpg|A Ladder to Heaven Sculpture|1670|2
|Francesca Dalla Benetta|4|Mexico|this piece is about multiple aspects or personality every person has inside her. Sometimes we show one side of uorselves, sometimes another one according to circumstances. I imagine all aspect of us are at our reach to pic up whenever we like.|7.9 W x 19.7 H x 7.9 D in|2739851-HSC00001-7.jpg|Pic one Sculpture|2170|3
|Scott Troxel|4|United States|Transponder is a low relief wall sculpture made with bright orange latex washes on birch finished with satin lacquer.  It is mounted on a MDF backer that is finished with matte metallic chestnut enamel. The finish of the orange paint is semi-distressed for a rustic modern finish.  Transponder is reminiscent of the bold colors and organic woods which are so prevalent in mid century modern design and Scandinavian design.  The piece is wired to hang and all sides are finished except the back.|24 W x 24.5 H x 1 D in|6767004-HSC00002-7.jpg|Transponder Sculpture|2370|5
